fighter_1,fighter_2,fighter_1_odds,fighter_2_odds,winner,win_method,match_date,weight_class,match_duration_minutes
Rosa C.,Hettes J.,0.0,0.0,canc.,Cancelled,2016-01-17,featherweight-ufc-men,23.0
Brandao D.,Ortega B.,2.39,1.58,Ortega B.,Submission,2016-01-03,featherweight-ufc-men,3.0
Jury M.,Glenn R.,1.51,2.61,Jury M.,Decision,2017-12-31,featherweight-ufc-men,1.0
Lamas R.,Emmett J.,1.35,3.15,Emmett J.,Knockout,2017-12-17,featherweight-ufc-men,1.0
Knight J.,Benitez G.,1.3,3.48,Benitez G.,Decision,2017-12-10,featherweight-ufc-men,3.0
Holloway M.,Aldo J.,1.34,3.23,Holloway M.,Technical Knockout,2017-12-03,featherweight-ufc-men,3.0
Wang G.,Caceres A.,2.2,1.67,Wang G.,Decision,2017-11-25,featherweight-ufc-men,12.0
Magomedsharipov Z.,Moraes S.,1.17,4.9,Magomedsharipov Z.,Submission,2017-11-25,featherweight-ufc-men,8.75
Volkanovski A.,Young S.,1.14,5.72,Volkanovski A.,Decision,2017-11-19,featherweight-ufc-men,3.0
Dias H.,Gordon J.,2.35,1.58,Gordon J.,Decision,2017-10-28,featherweight-ufc-men,23.0
Lobov A.,Fili A.,2.42,1.55,Fili A.,Decision,2017-10-21,featherweight-ufc-men,15.75
Duquesnoy T.,Stamann C.,1.58,2.35,Stamann C.,Decision,2017-10-08,featherweight-ufc-men,0.0
Hirota M.,Rosa C.,0.0,0.0,canc.,Cancelled,2017-09-23,featherweight-ufc-men,2.0
Stephens J.,Melendez G.,1.92,1.88,Stephens J.,Decision,2017-09-10,featherweight-ufc-men,2.0
Santiago M.,Magomedsharipov Z.,4.1,1.24,Magomedsharipov Z.,Submission,2017-09-02,featherweight-ufc-men,15.5
Carneiro R.,Ortega B.,1.54,2.5,Ortega B.,Submission,2017-07-30,featherweight-ufc-men,0.0
Lamas R.,Knight J.,2.01,1.8,Lamas R.,Technical Knockout,2017-07-30,featherweight-ufc-men,0.0
Bermudez D.,Elkins D.,1.43,2.87,Elkins D.,Decision,2017-07-23,featherweight-ufc-men,0.0
Bochniak K.,Kennedy J.,3.2,1.36,Kennedy J.,Decision,2017-07-22,featherweight-ufc-men,20.0
Stamann C.,Ware T.,1.38,3.14,Stamann C.,Decision,2017-07-08,featherweight-ufc-men,22.5
Maynard G.,Ishihara T.,3.72,1.29,Maynard G.,Decision,2017-07-07,featherweight-ufc-men,22.0
Penn BJ,Siver D.,2.26,1.67,Siver D.,Decision,2017-06-26,featherweight-ufc-men,1.0
Caceres A.,Dy R.,1.31,3.47,Caceres A.,Technical Knockout,2017-06-17,featherweight-ufc-men,8.75
Volkanovski A.,Hirota M.,1.14,5.8,Volkanovski A.,Decision,2017-06-11,featherweight-ufc-men,2.0
Aldo J.,Holloway M.,1.64,2.28,Holloway M.,Technical Knockout,2017-06-04,featherweight-ufc-men,2.0
Edgar F.,Rodriguez Y.,1.73,2.15,Edgar F.,Technical Knockout,2017-05-14,featherweight-ufc-men,2.0
Benitez G.,Barzola E.,1.69,2.21,Barzola E.,Decision,2017-05-13,featherweight-ufc-men,22.25
Swanson C.,Lobov A.,1.18,5.05,Swanson C.,Decision,2017-04-23,featherweight-ufc-men,2.0
Stephens J.,Carneiro R.,1.54,2.51,Carneiro R.,Decision,2017-04-16,featherweight-ufc-men,0.0
Burgos S.,Rosa C.,1.45,2.84,Burgos S.,Technical Knockout,2017-04-09,featherweight-ufc-men,0.0
Allen A.,Amirkhani M.,1.93,1.9,Allen A.,Decision,2017-03-18,featherweight-ufc-men,21.25
Jason R.,Kennedy J.,2.02,1.81,Kennedy J.,Decision,2017-03-12,featherweight-ufc-men,0.0
Bektic M.,Elkins D.,1.14,5.84,Elkins D.,Technical Knockout,2017-03-05,featherweight-ufc-men,1.0
Sicilia S.,Tucker G.,2.35,1.6,Tucker G.,Decision,2017-02-20,featherweight-ufc-men,2.0
Glenn R.,Nover P.,1.55,2.46,Glenn R.,Decision,2017-02-11,featherweight-ufc-men,23.5
Bermudez D.,Jung C. S.,1.53,2.52,Jung C. S.,Knockout,2017-02-05,featherweight-ufc-men,3.0
Caceres A.,Knight J.,2.17,1.68,Knight J.,Submission,2017-01-29,featherweight-ufc-men,1.0
Rodriguez Y.,Penn BJ,1.22,4.26,Rodriguez Y.,Technical Knockout,2017-01-16,featherweight-ufc-men,3.0
Mendes C.,Volkanovski A.,1.77,2.07,Volkanovski A.,Technical Knockout,2018-12-30,featherweight-ufc-men,3.0
Ige D.,Griffin J.,1.55,2.46,Ige D.,Decision,2018-12-15,featherweight-ufc-men,22.0
Holloway M.,Ortega B.,1.91,1.92,Holloway M.,Technical Knockout,2018-12-09,featherweight-ufc-men,5.0
Mokhtarian S.,Yusuff S.,5.19,1.18,Yusuff S.,Technical Knockout,2018-12-02,featherweight-ufc-men,3.0
Lamas R.,Elkins D.,1.51,2.64,Lamas R.,Technical Knockout,2018-11-18,featherweight-ufc-men,5.0
Narimani N.,dos Santos A.,1.25,4.04,Narimani N.,Decision,2018-11-18,featherweight-ufc-men,0.0
Jung C. S.,Rodriguez Y.,2.05,1.79,Rodriguez Y.,Knockout,2018-11-11,featherweight-ufc-men,5.5
Knight J.,Rinaldi J.,1.32,3.44,Rinaldi J.,Decision,2018-11-04,featherweight-ufc-men,1.5
Arce J.,Moraes S.,1.37,3.11,Moraes S.,Decision,2018-11-04,featherweight-ufc-men,0.5
Johnson M.,Lobov A.,1.17,5.26,Johnson M.,Decision,2018-10-28,featherweight-ufc-men,4.0
Kattar C.,Fishgold C.,1.41,3.0,Kattar C.,Technical Knockout,2018-10-27,featherweight-ufc-men,23.5
Magomedsharipov Z.,Davis B.,1.07,9.15,Magomedsharipov Z.,Submission,2018-09-09,featherweight-ufc-men,3.0
Johnson M.,Fili A.,2.0,1.85,Johnson M.,Decision,2018-08-26,featherweight-ufc-men,4.0
Swanson C.,Carneiro R.,3.47,1.33,Carneiro R.,Submission,2018-08-05,featherweight-ufc-men,3.0
Aldo J.,Stephens J.,1.98,1.83,Aldo J.,Technical Knockout,2018-07-29,featherweight-ufc-men,1.0
Dawodu H.,Arnett A.,1.23,4.41,Dawodu H.,Decision,2018-07-28,featherweight-ufc-men,23.0
Hein N.,Hadzovic D.,1.64,2.29,Hadzovic D.,Decision,2018-07-22,featherweight-ufc-men,17.58
Bermudez D.,Glenn R.,1.52,2.58,Glenn R.,Decision,2018-07-15,featherweight-ufc-men,3.5
Elkins D.,Volkanovski A.,3.0,1.41,Volkanovski A.,Decision,2018-07-15,featherweight-ufc-men,1.0
Cucciniello J.,Katona B.,3.22,1.37,Katona B.,Decision,2018-07-07,featherweight-ufc-men,3.0
Diamond T.,Mitchell B.,2.03,1.82,Mitchell B.,Decision,2018-07-06,featherweight-ufc-men,23.5
Dy R.,Young S.,2.37,1.62,Young S.,Technical Knockout,2018-06-23,featherweight-ufc-men,10.0
Lamas R.,Bektic M.,3.01,1.4,Bektic M.,Decision,2018-06-10,featherweight-ufc-men,0.0
Santiago M.,Ige D.,1.99,1.83,Ige D.,Technical Knockout,2018-06-09,featherweight-ufc-men,22.25
Arce J.,Teymur D.,1.55,2.52,Arce J.,Submission,2018-06-02,featherweight-ufc-men,2.5
Allen A.,Burnell M.,1.4,2.95,Allen A.,Submission,2018-05-27,featherweight-ufc-men,18.5
Benitez G.,Bandenay H.,1.61,2.37,Benitez G.,Knockout,2018-05-19,featherweight-ufc-men,23.5
Edgar F.,Swanson C.,1.39,3.09,Edgar F.,Decision,2018-04-22,featherweight-ufc-men,2.0
Carneiro R.,Kattar C.,1.87,1.96,Carneiro R.,Decision,2018-04-08,featherweight-ufc-men,3.0
Magomedsharipov Z.,Bochniak K.,1.13,5.85,Magomedsharipov Z.,Decision,2018-04-07,featherweight-ufc-men,23.25
Henry D.,Dawodu H.,3.13,1.37,Henry D.,Submission,2018-03-17,featherweight-ufc-men,18.75
Edgar F.,Ortega B.,1.59,2.4,Ortega B.,Knockout,2018-03-04,featherweight-ufc-men,4.5
Emmett J.,Stephens J.,0.0,0.0,KO,Knockout,2018-02-25,featherweight-ufc-men,4.0
Peterson S.,Davis B.,2.5,1.53,Davis B.,Decision,2018-02-18,featherweight-ufc-men,23.25
Bermudez D.,Fili A.,0.0,0.0,PTS,Decision,2018-01-28,featherweight-ufc-men,4.0
Arnett A.,Sandhagen C.,2.75,1.4,Sandhagen C.,Technical Knockout,2018-01-27,featherweight-ufc-men,23.0
Jung C. S.,Edgar F.,1.55,2.52,Jung C. S.,Technical Knockout,2019-12-21,featherweight-ufc-men,12.5
Mokhtarian S.,Choi S. W.,3.32,1.33,Choi S. W.,Decision,2019-12-21,featherweight-ufc-men,9.0
Holloway M.,Volkanovski A.,1.53,2.54,Volkanovski A.,Decision,2019-12-15,featherweight-ufc-men,4.5
Hooper C.,Teymur D.,1.66,2.25,Hooper C.,Technical Knockout,2019-12-15,featherweight-ufc-men,0.5
Fishgold C.,Quarantillo B.,0.0,0.0,canc.,Cancelled,2019-12-08,featherweight-ufc-men,2.0
Kilburn J.,Quarantillo B.,3.52,1.31,Quarantillo B.,Submission,2019-12-08,featherweight-ufc-men,0.5
Ramos R.,Garagorri L. E.,1.27,3.76,Ramos R.,Submission,2019-11-17,featherweight-ufc-men,0.0
Magomedsharipov Z.,Kattar C.,1.31,3.48,Magomedsharipov Z.,Decision,2019-11-09,featherweight-ufc-men,21.5
Burgos S.,Amirkhani M.,1.42,2.87,Burgos S.,Technical Knockout,2019-11-03,featherweight-ufc-men,0.5
Barzola E.,Evloev M.,2.59,1.51,Evloev M.,Decision,2019-10-26,featherweight-ufc-men,11.0
Rodriguez Y.,Stephens J.,1.77,2.07,Rodriguez Y.,Decision,2019-10-19,featherweight-ufc-men,3.5
Magomedsharipov Z.,Kattar C.,0.0,0.0,canc.,Cancelled,2019-10-19,featherweight-ufc-men,1.0
Swanson C.,Gracie K.,2.62,1.51,Swanson C.,Decision,2019-10-13,featherweight-ufc-men,2.5
Davis B.,Chikadze G.,1.63,2.31,Chikadze G.,Decision,2019-09-28,featherweight-ufc-men,16.0
Rodriguez Y.,Stephens J.,1.77,2.05,Draw,Draw,2019-09-22,featherweight-ufc-men,2.0
Reyes M. P.,Nelson K.,1.93,1.87,Nelson K.,Technical Knockout,2019-09-21,featherweight-ufc-men,23.0
Skelly C.,Griffin J.,2.29,1.64,Skelly C.,Decision,2019-09-14,featherweight-ufc-men,21.5
Tukhugov Z.,Murphy L.,1.31,3.51,Draw,Draw,2019-09-07,featherweight-ufc-men,17.0
Lu Zhenhong,Evloev M.,0.0,0.0,canc.,Cancelled,2019-08-31,featherweight-ufc-men,10.5
Benitez G.,Yusuff S.,3.22,1.36,Yusuff S.,Technical Knockout,2019-08-18,featherweight-ufc-men,2.5
Garagorri L. E.,Bandenay H.,1.72,2.17,Garagorri L. E.,Decision,2019-08-11,featherweight-ufc-men,1.5
Holloway M.,Edgar F.,1.28,3.84,Holloway M.,Decision,2019-07-28,featherweight-ufc-men,4.0
Dawodu H.,Horie Y.,1.25,4.05,Dawodu H.,Technical Knockout,2019-07-28,featherweight-ufc-men,1.0
Caceres A.,Peterson S.,1.87,1.96,Caceres A.,Decision,2019-07-21,featherweight-ufc-men,0.5
Emmett J.,Bektic M.,2.33,1.61,Emmett J.,Technical Knockout,2019-07-14,featherweight-ufc-men,1.0
Fili A.,Moraes S.,1.69,2.18,Fili A.,Knockout,2019-07-13,featherweight-ufc-men,23.0
Melendez G.,Allen A.,3.7,1.29,Allen A.,Decision,2019-07-07,featherweight-ufc-men,1.5
Griffin J.,Murdock V.,1.25,4.0,canc.,Cancelled,2019-06-29,featherweight-ufc-men,22.25
Carneiro R.,Jung C. S.,1.48,2.69,Jung C. S.,Technical Knockout,2019-06-23,featherweight-ufc-men,1.0
Ige D.,Aguilar K.,2.17,1.69,Ige D.,Decision,2019-06-22,featherweight-ufc-men,22.5
Lamas R.,Kattar C.,2.36,1.61,Kattar C.,Technical Knockout,2019-06-09,featherweight-ufc-men,0.0
Amirkhani M.,Fishgold C.,1.82,2.0,Amirkhani M.,Submission,2019-06-01,featherweight-ufc-men,18.0
Trizano M.,Dawson G.,2.4,1.6,Dawson G.,Submission,2019-05-18,featherweight-ufc-men,23.0
Aldo J.,Volkanovski A.,1.68,2.23,Volkanovski A.,Decision,2019-05-12,featherweight-ufc-men,3.0
Swanson C.,Burgos S.,2.37,1.59,Burgos S.,Decision,2019-05-05,featherweight-ufc-men,1.5
Nelson K.,Sayles M.,2.67,1.48,Sayles M.,Submission,2019-05-04,featherweight-ufc-men,22.0
Sanchez J.,Herrera G.,1.89,1.91,Herrera G.,Technical Knockout,2015-12-11,flyweight-ufc-men,22.0
Yao Z.,Serrano F.,2.39,1.57,Serrano F.,Technical Knockout,2015-11-28,flyweight-ufc-men,10.0
Formiga J.,Cejudo H.,4.84,1.18,Cejudo H.,Decision,2015-11-22,flyweight-ufc-men,3.0
Vaculik R.,Martinez D.,1.86,1.93,Martinez D.,Decision,2015-11-15,flyweight-ufc-men,1.0
Nguyen B.,Benoit R.,1.71,2.11,Nguyen B.,Submission,2015-11-14,flyweight-ufc-men,23.25
Holohan P.,Smolka L.,2.03,1.75,Smolka L.,Submission,2015-10-24,flyweight-ufc-men,20.0
Benavidez J.,Bagautinov A.,1.3,3.38,Benavidez J.,Decision,2015-10-03,flyweight-ufc-men,23.0
Horiguchi K.,Camus C.,1.24,4.05,Horiguchi K.,Decision,2015-09-27,flyweight-ufc-men,2.0
Johnson D.,Dodson J.,1.16,5.05,Johnson D.,Decision,2015-09-06,flyweight-ufc-men,2.0
Kelades C.,Beal C.,2.33,1.59,Kelades C.,Decision,2015-08-23,flyweight-ufc-men,23.0
Borg R.,Herrera G.,1.22,4.48,Borg R.,Decision,2015-08-09,flyweight-ufc-men,2.0
Smolka L.,Borg R.,2.04,1.76,Borg R.,Decision,2016-12-31,flyweight-ufc-men,3.0
Sandoval H.,Serrano F.,1.8,2.01,Sandoval H.,Decision,2016-12-17,flyweight-ufc-men,21.5
Makovsky Z.,Ortiz D.,1.64,2.27,Ortiz D.,Decision,2016-12-10,flyweight-ufc-men,23.5
Benavidez J.,Cejudo H.,1.5,2.62,Benavidez J.,Decision,2016-12-04,flyweight-ufc-men,3.0
Moreno B.,Benoit R.,1.58,2.45,Moreno B.,Decision,2016-12-04,flyweight-ufc-men,3.0
Nguyen B.,Herrera G.,1.78,2.05,Nguyen B.,Decision,2016-11-27,flyweight-ufc-men,1.0
Yao Z.,Lausa J.,2.12,1.73,Lausa J.,Decision,2016-11-26,flyweight-ufc-men,23.5
Horiguchi K.,Bagautinov A.,1.5,2.58,Horiguchi K.,Decision,2016-11-19,flyweight-ufc-men,17.25
Smolka L.,Moreno B.,1.19,4.79,Moreno B.,Submission,2016-10-02,flyweight-ufc-men,3.0
Formiga J.,Ortiz D.,1.49,2.66,Formiga J.,Decision,2016-09-25,flyweight-ufc-men,0.0
McCall I.,Borg R.,0.0,0.0,canc.,Cancelled,2016-09-11,flyweight-ufc-men,0.0
Benoit R.,Serrano F.,1.94,1.88,Benoit R.,Decision,2016-07-31,flyweight-ufc-men,2.0
Reis W.,Sandoval H.,1.28,3.71,Reis W.,Submission,2016-07-31,flyweight-ufc-men,0.0
Nguyen B.,Smolka L.,1.77,2.05,Smolka L.,Technical Knockout,2016-07-14,flyweight-ufc-men,1.0
Moraga J.,Nicolau M.,0.0,0.0,PTS,Decision,2016-07-09,flyweight-ufc-men,2.0
Bagautinov A.,Herrera G.,1.32,3.41,Bagautinov A.,Decision,2016-06-18,flyweight-ufc-men,22.75
Horiguchi K.,Seery N.,1.17,5.06,Horiguchi K.,Decision,2016-05-08,flyweight-ufc-men,14.5
Johnson D.,Cejudo H.,1.25,3.96,Johnson D.,Technical Knockout,2016-04-24,flyweight-ufc-men,2.0
Rivera F.,Pickett B.,1.59,2.34,Pickett B.,Decision,2016-02-27,flyweight-ufc-men,21.0
Benavidez J.,Makovsky Z.,1.25,4.21,Benavidez J.,Decision,2016-02-07,flyweight-ufc-men,4.0
Borg R.,Scoggins J.,1.42,2.87,Scoggins J.,Decision,2016-02-06,flyweight-ufc-men,23.0
Ortiz D.,Reis W.,1.42,2.86,Reis W.,Decision,2016-01-30,flyweight-ufc-men,22.0
Smolka L.,Nicolau M.,2.88,1.42,Nicolau M.,Decision,2017-12-31,flyweight-ufc-men,1.0
Elliott T.,Menga P.,1.37,3.02,canc.,Cancelled,2017-12-16,flyweight-ufc-men,22.0
Cejudo H.,Pettis S.,1.33,3.24,Cejudo H.,Decision,2017-12-03,flyweight-ufc-men,3.0
Benoit R.,Mokhtarian A.,1.33,3.24,Benoit R.,Knockout,2017-11-19,flyweight-ufc-men,1.0
Lausa J.,Shelton E.,3.88,1.26,Shelton E.,Decision,2017-11-18,flyweight-ufc-men,23.5
Figueiredo D.,Brooks J.,2.34,1.59,Figueiredo D.,Decision,2017-10-28,flyweight-ufc-men,22.0
Johnson D.,Borg R.,1.08,7.59,Johnson D.,Submission,2017-10-08,flyweight-ufc-men,2.0
Moraga J.,Bibulatov M.,5.2,1.16,Moraga J.,Knockout,2017-10-07,flyweight-ufc-men,22.5
Formiga J.,Sasaki Y.,1.24,4.12,Formiga J.,Submission,2017-09-23,flyweight-ufc-men,0.0
Johnson D.,Borg R.,0.0,0.0,canc.,Cancelled,2017-09-10,flyweight-ufc-men,2.0
Pettis S.,Moreno B.,2.42,1.57,Pettis S.,Decision,2017-08-06,flyweight-ufc-men,2.0
Morales J.,Sanchez R.,1.99,1.82,Morales J.,Submission,2017-08-05,flyweight-ufc-men,23.0
Pantoja A.,Seery N.,1.28,3.68,Pantoja A.,Submission,2017-07-16,flyweight-ufc-men,17.0
Inoue N.,de Tomas C. J.,1.35,3.31,Inoue N.,Decision,2017-06-17,flyweight-ufc-men,8.75
Elliott T.,Nguyen B.,1.51,2.66,Nguyen B.,Submission,2017-06-11,flyweight-ufc-men,2.0
Beltran M.,Figueiredo D.,2.23,1.69,Figueiredo D.,Technical Knockout,2017-06-03,flyweight-ufc-men,22.5
Ortiz D.,Moreno B.,1.81,2.02,Moreno B.,Submission,2017-04-23,flyweight-ufc-men,0.0
Sandoval H.,Schnell M.,2.24,1.67,Sandoval H.,Knockout,2017-04-22,flyweight-ufc-men,22.5
Johnson D.,Reis W.,1.11,6.8,Johnson D.,Submission,2017-04-16,flyweight-ufc-men,0.0
Smolka L.,Elliott T.,2.6,1.5,Elliott T.,Decision,2017-04-15,flyweight-ufc-men,22.0
Lausa J.,Bibulatov M.,5.29,1.17,Bibulatov M.,Decision,2017-04-08,flyweight-ufc-men,22.25
Formiga J.,Borg R.,2.06,1.79,Borg R.,Decision,2017-03-12,flyweight-ufc-men,3.0
McCall I.,Brooks J.,2.0,1.72,canc.,Cancelled,2017-02-12,flyweight-ufc-men,1.0
Pantoja A.,Shelton E.,2.0,1.79,Pantoja A.,Decision,2017-01-28,flyweight-ufc-men,21.0
Moraga J.,Pettis S.,2.21,1.67,Pettis S.,Decision,2017-01-16,flyweight-ufc-men,3.0
Reis W.,Nguyen B.,2.19,1.68,Reis W.,Decision,2018-12-02,flyweight-ufc-men,2.0
Benavidez J.,Perez A.,2.07,1.75,Benavidez J.,Technical Knockout,2018-12-01,flyweight-ufc-men,2.0
Pantoja A.,Sasaki Y.,1.3,3.61,Pantoja A.,Submission,2018-11-18,flyweight-ufc-men,2.0
Morales J.,Shelton E.,2.22,1.67,Shelton E.,Decision,2018-11-11,flyweight-ufc-men,0.5
Pettis S.,Formiga J.,1.52,2.58,Formiga J.,Decision,2018-10-07,flyweight-ufc-men,1.5
Sanchez R.,Brooks J.,3.31,1.35,Brooks J.,Decision,2018-09-08,flyweight-ufc-men,22.5
Moraga J.,Figueiredo D.,2.42,1.6,Figueiredo D.,Technical Knockout,2018-08-26,flyweight-ufc-men,2.5
Johnson D.,Cejudo H.,1.21,4.7,Cejudo H.,Decision,2018-08-05,flyweight-ufc-men,3.5
Perez A.,Torres J.,1.67,2.24,Perez A.,Knockout,2018-08-04,flyweight-ufc-men,23.5
Ortiz D.,Nicolau M.,2.59,1.53,Ortiz D.,Knockout,2018-07-28,flyweight-ufc-men,21.0
Scoggins J.,Nurmagomedov S.,2.01,1.82,Nurmagomedov S.,Decision,2018-07-15,flyweight-ufc-men,0.5
De La Rosa M.,Garcia E.,2.21,1.69,De La Rosa M.,Submission,2018-07-14,flyweight-ufc-men,23.0
Schnell M.,Inoue N.,2.6,1.52,Schnell M.,Decision,2018-06-23,flyweight-ufc-men,8.0
Benavidez J.,Pettis S.,1.49,2.7,Pettis S.,Decision,2018-06-09,flyweight-ufc-men,22.75
Brooks J.,Torres J.,2.29,1.65,Torres J.,Knockout,2018-06-01,flyweight-ufc-men,22.5
Moreno B.,Pantoja A.,1.96,1.87,Pantoja A.,Decision,2018-05-20,flyweight-ufc-men,0.5
Bibulatov M.,Sasaki Y.,0.0,0.0,canc.,Cancelled,2018-04-22,flyweight-ufc-men,0.5
Reis W.,Moraga J.,0.0,0.0,PTS,Decision,2018-04-15,flyweight-ufc-men,1.0
Shelton E.,Perez A.,0.0,0.0,PTS,Decision,2018-02-25,flyweight-ufc-men,0.25
Sanchez R.,Sanchez J.,2.24,1.66,Sanchez R.,Submission,2018-02-19,flyweight-ufc-men,0.0
Formiga J.,Nguyen B.,1.83,1.96,Formiga J.,Submission,2018-02-11,flyweight-ufc-men,0.0
Figueiredo D.,Morales J.,1.63,2.27,Figueiredo D.,Knockout,2018-02-03,flyweight-ufc-men,23.5
Ortiz D.,Pantoja A.,2.0,1.8,Ortiz D.,Decision,2018-01-21,flyweight-ufc-men,0.5
Pantoja A.,Schnell M.,1.4,2.94,Pantoja A.,Knockout,2019-12-21,flyweight-ufc-men,8.0
Pettis S.,Kara-France K.,0.0,0.0,canc.,Cancelled,2019-12-15,flyweight-ufc-men,3.0
Moreno B.,Kara-France K.,2.33,1.6,Moreno B.,Decision,2019-12-15,flyweight-ufc-men,0.0
Figueiredo D.,Elliott T.,1.53,2.6,Figueiredo D.,Submission,2019-10-12,flyweight-ufc-men,23.0
Moreno B.,Askarov A.,2.38,1.59,Draw,Draw,2019-09-22,flyweight-ufc-men,1.0
Pettis S.,Nam T.,1.3,3.48,Pettis S.,Decision,2019-09-21,flyweight-ufc-men,22.0
Kara-France K.,De La Rosa M.,1.49,2.69,Kara-France K.,Decision,2019-08-31,flyweight-ufc-men,11.0
Bontorin R.,Paiva R.,1.92,1.88,Bontorin R.,Technical Knockout,2019-08-10,flyweight-ufc-men,22.5
Espinosa J.,Schnell M.,1.7,2.15,Schnell M.,Submission,2019-08-03,flyweight-ufc-men,17.5
Pantoja A.,Figueiredo D.,1.79,2.05,Figueiredo D.,Decision,2019-07-28,flyweight-ufc-men,0.0
Formiga J.,Benavidez J.,2.16,1.71,Benavidez J.,Technical Knockout,2019-06-30,flyweight-ufc-men,3.0
Reis W.,Pantoja A.,2.35,1.62,Pantoja A.,Technical Knockout,2019-04-14,flyweight-ufc-men,1.0
Formiga J.,Figueiredo D.,2.33,1.61,Formiga J.,Decision,2019-03-24,flyweight-ufc-men,1.0
Shelton E.,Espinosa J.,1.68,2.19,Espinosa J.,Decision,2019-03-23,flyweight-ufc-men,21.0
Kara-France K.,Paiva R.,1.4,3.01,Kara-France K.,Decision,2019-02-10,flyweight-ufc-men,1.5
Bontorin R.,Bibulatov M.,3.72,1.28,Bontorin R.,Decision,2019-02-02,flyweight-ufc-men,22.0
Cejudo H.,Dillashaw TJ,2.92,1.42,Cejudo H.,Technical Knockout,2019-01-20,flyweight-ufc-men,5.5
Schnell M.,Nam T.,1.9,1.8,canc.,Cancelled,2020-09-12,flyweight-ufc-men,23.5
Kape M.,Bontorin R.,0.0,0.0,canc.,Cancelled,2020-08-15,flyweight-ufc-men,23.0
Figueiredo D.,Benavidez J.,1.41,2.87,Figueiredo D.,Submission,2020-07-19,flyweight-ufc-men,2.0
Doskalchuk A.,Ulanbekov T.,0.0,0.0,canc.,Cancelled,2020-07-18,flyweight-ufc-men,21.83
Gordon M.,Albazi A.,2.22,1.67,Albazi A.,Submission,2020-07-18,flyweight-ufc-men,21.5
Elliott T.,Benoit R.,1.66,2.26,Elliott T.,Decision,2020-07-16,flyweight-ufc-men,3.5
Zhumagalov Z.,Paiva R.,2.29,1.63,Paiva R.,Decision,2020-07-11,flyweight-ufc-men,23.0
Espinosa J.,De La Rosa M.,1.59,2.39,Espinosa J.,Decision,2020-06-14,flyweight-ufc-men,1.0
Nam T.,Adashev Z.,1.71,2.17,Nam T.,Knockout,2020-06-13,flyweight-ufc-men,23.25
Zhumagalov Z.,Espinosa J.,0.0,0.0,canc.,Cancelled,2020-06-13,flyweight-ufc-men,15.0
Formiga J.,Perez A.,2.11,1.74,Perez A.,Technical Knockout,2020-06-06,flyweight-ufc-men,23.0
Elliott T.,Royval B.,1.62,2.33,Royval B.,Submission,2020-05-30,flyweight-ufc-men,23.0
Kara-France K.,Perez A.,0.0,0.0,canc.,Cancelled,2020-05-16,flyweight-ufc-men,21.0
Formiga J.,Moreno B.,1.55,2.48,Moreno B.,Decision,2020-03-14,flyweight-ufc-men,21.75
Benavidez J.,Figueiredo D.,1.64,2.27,Figueiredo D.,Technical Knockout,2020-03-01,flyweight-ufc-men,3.0
Kara-France K.,Nam T.,1.37,3.08,Kara-France K.,Decision,2020-02-22,flyweight-ufc-men,22.0
Borg R.,Bontorin R.,1.67,2.22,Borg R.,Decision,2020-02-16,flyweight-ufc-men,1.5
De La Rosa M.,Paiva R.,3.09,1.38,Paiva R.,Knockout,2020-02-15,flyweight-ufc-men,22.0
Espinosa J.,Perez A.,3.03,1.38,Perez A.,Submission,2020-01-26,flyweight-ufc-men,2.0
Elliott T.,Askarov A.,2.24,1.65,Askarov A.,Decision,2020-01-19,flyweight-ufc-men,1.5
Dos Santos J.,Overeem A.,1.39,3.01,Overeem A.,Technical Knockout,2015-12-20,heavyweight-ufc-men,1.0
Henrique L.,Ngannou F.,2.12,1.73,Ngannou F.,Knockout,2015-12-19,heavyweight-ufc-men,20.5
Gonzaga G.,Erokhin K.,2.04,1.8,Gonzaga G.,Decision,2015-12-11,heavyweight-ufc-men,22.0
Hunt M.,Silva A.,1.36,3.12,Hunt M.,Technical Knockout,2015-11-15,heavyweight-ufc-men,3.0
Jordan S.,Magomedov R.,2.56,1.5,Magomedov R.,Decision,2015-10-03,heavyweight-ufc-men,23.0
Barnett J.,Nelson R.,1.31,3.37,Barnett J.,Decision,2015-09-27,heavyweight-ufc-men,2.0
Arlovski A.,Mir F.,1.59,2.33,Arlovski A.,Decision,2015-09-06,heavyweight-ufc-men,2.0
Rosholt J.,Johnson T.,1.35,3.21,Rosholt J.,Decision,2015-08-09,heavyweight-ufc-men,2.0
Silva A.,Palelei S.,2.62,1.48,Silva A.,Technical Knockout,2015-08-02,heavyweight-ufc-men,2.0
Lewis D.,Abdurahimov S.,1.43,2.85,Lewis D.,Technical Knockout,2016-12-10,heavyweight-ufc-men,2.0
Henrique L.,Colombo C.,1.36,2.9,Henrique L.,Submission,2016-11-20,heavyweight-ufc-men,2.0
Johnson T.,Volkov A.,1.71,2.16,Volkov A.,Decision,2016-11-19,heavyweight-ufc-men,21.0
Struve S.,Omielanczuk D.,1.53,2.54,Struve S.,Submission,2016-10-09,heavyweight-ufc-men,2.0
Abdurahimov S.,Harris W.,1.68,2.13,Abdurahimov S.,Decision,2016-10-02,heavyweight-ufc-men,1.0
East C.,Blaydes C.,2.91,1.42,Blaydes C.,Technical Knockout,2016-10-01,heavyweight-ufc-men,23.25
Nelson R.,Silva A.,1.23,4.21,Nelson R.,Knockout,2016-09-25,heavyweight-ufc-men,2.0
